kingdom_number,kvk_number,opponent_kingdom,prep_result,battle_result,overall_result,kvk_date,order_index
383,6,393.0,L,W,Battle,"Oct 11, 2025",2
383,7,400.0,W,W,Win,"Nov 8, 2025",3
383,8,394.0,L,L,Loss,"Dec 6, 2025",4
383,9,384.0,W,W,Win,"Jan 3, 2026",5
384,5,370.0,W,W,Win,"Sep 13, 2025",1
384,6,388.0,W,L,Preparation,"Oct 11, 2025",2
384,7,355.0,W,L,Preparation,"Nov 8, 2025",3
384,8,386.0,L,W,Battle,"Dec 6, 2025",4
384,9,383.0,L,L,Loss,"Jan 3, 2026",5
385,5,412.0,L,L,Loss,"Sep 13, 2025",1
385,6,371.0,W,W,Win,"Oct 11, 2025",2
385,7,417.0,L,L,Loss,"Nov 8, 2025",3
385,8,400.0,W,L,Preparation,"Dec 6, 2025",4
385,9,365.0,L,L,Loss,"Jan 3, 2026",5
386,5,413.0,W,W,Win,"Sep 13, 2025",1
386,6,391.0,L,W,Battle,"Oct 11, 2025",2
386,7,368.0,L,L,Loss,"Nov 8, 2025",3
386,8,384.0,W,L,Preparation,"Dec 6, 2025",4
386,9,409.0,W,L,Preparation,"Jan 3, 2026",5
387,5,379.0,L,L,Loss,"Sep 13, 2025",1
387,6,425.0,L,L,Loss,"Oct 11, 2025",2
387,7,402.0,L,W,Battle,"Nov 8, 2025",3
387,8,316.0,L,L,Loss,"Dec 6, 2025",4
387,9,338.0,L,W,Battle,"Jan 3, 2026",5
388,5,394.0,L,L,Loss,"Sep 13, 2025",1
388,6,384.0,L,W,Battle,"Oct 11, 2025",2
388,7,381.0,W,L,Preparation,"Nov 8, 2025",3
388,8,317.0,L,L,Loss,"Dec 6, 2025",4
388,9,310.0,L,L,Loss,"Jan 3, 2026",5
389,5,373.0,L,W,Battle,"Sep 13, 2025",1
389,6,401.0,L,W,Battle,"Oct 11, 2025",2
389,7,341.0,W,L,Preparation,"Nov 8, 2025",3
389,8,373.0,W,W,Win,"Dec 6, 2025",4
389,9,354.0,L,L,Loss,"Jan 3, 2026",5
390,5,367.0,W,W,Win,"Sep 13, 2025",1
390,6,414.0,L,L,Loss,"Oct 11, 2025",2
390,7,415.0,W,W,Win,"Nov 8, 2025",3
390,8,315.0,L,L,Loss,"Dec 6, 2025",4
390,9,331.0,W,W,Win,"Jan 3, 2026",5
391,5,404.0,L,L,Loss,"Sep 13, 2025",1
391,6,386.0,W,L,Preparation,"Oct 11, 2025",2
391,7,378.0,W,W,Win,"Nov 8, 2025",3
391,8,411.0,W,W,Win,"Dec 6, 2025",4
391,9,402.0,L,L,Loss,"Jan 3, 2026",5
392,5,376.0,W,W,Win,"Sep 13, 2025",1
392,6,368.0,W,W,Win,"Oct 11, 2025",2
392,7,345.0,L,L,Loss,"Nov 8, 2025",3
392,8,403.0,L,L,Loss,"Dec 6, 2025",4
392,9,322.0,L,L,Loss,"Jan 3, 2026",5
393,5,375.0,W,W,Win,"Sep 13, 2025",1
393,6,383.0,W,L,Preparation,"Oct 11, 2025",2
393,7,411.0,W,W,Win,"Nov 8, 2025",3
393,8,322.0,W,L,Preparation,"Dec 6, 2025",4
393,9,370.0,W,L,Preparation,"Jan 3, 2026",5
394,5,388.0,W,W,Win,"Sep 13, 2025",1
394,6,381.0,W,W,Win,"Oct 11, 2025",2
394,7,374.0,L,L,Loss,"Nov 8, 2025",3
394,8,383.0,W,W,Win,"Dec 6, 2025",4
394,9,332.0,W,W,Win,"Jan 3, 2026",5
395,5,374.0,W,L,Preparation,"Sep 13, 2025",1
395,6,400.0,W,L,Preparation,"Oct 11, 2025",2
395,7,369.0,W,W,Win,"Nov 8, 2025",3
395,8,409.0,L,W,Battle,"Dec 6, 2025",4
395,9,330.0,L,W,Battle,"Jan 3, 2026",5
396,5,411.0,L,W,Battle,"Sep 13, 2025",1
396,6,402.0,L,L,Loss,"Oct 11, 2025",2
396,7,413.0,W,L,Preparation,"Nov 8, 2025",3
396,8,362.0,W,L,Preparation,"Dec 6, 2025",4
396,9,378.0,W,W,Win,"Jan 3, 2026",5
397,5,383.0,W,W,Win,"Sep 13, 2025",1
397,6,404.0,W,W,Win,"Oct 11, 2025",2
397,7,367.0,W,W,Win,"Nov 8, 2025",3
397,8,358.0,W,L,Preparation,"Dec 6, 2025",4
397,9,312.0,W,W,Win,"Jan 3, 2026",5
398,5,417.0,L,L,Loss,"Sep 13, 2025",1
398,6,382.0,W,W,Win,"Oct 11, 2025",2
398,7,399.0,W,W,Win,"Nov 8, 2025",3
398,8,330.0,L,L,Loss,"Dec 6, 2025",4
398,9,359.0,L,L,Loss,"Jan 3, 2026",5
399,5,366.0,L,L,Loss,"Sep 13, 2025",1
399,6,375.0,L,L,Loss,"Oct 11, 2025",2
399,7,398.0,L,L,Loss,"Nov 8, 2025",3
399,8,370.0,W,W,Win,"Dec 6, 2025",4
399,9,404.0,W,W,Win,"Jan 3, 2026",5
400,5,369.0,W,W,Win,"Sep 13, 2025",1
400,6,395.0,L,W,Battle,"Oct 11, 2025",2
400,7,383.0,L,L,Loss,"Nov 8, 2025",3
400,8,385.0,L,W,Battle,"Dec 6, 2025",4
400,9,351.0,L,W,Battle,"Jan 3, 2026",5
401,5,406.0,W,W,Win,"Sep 13, 2025",1
401,6,389.0,W,L,Preparation,"Oct 11, 2025",2
401,7,364.0,W,W,Win,"Nov 8, 2025",3
401,8,406.0,W,W,Win,"Dec 6, 2025",4
401,9,341.0,W,W,Win,"Jan 3, 2026",5
402,5,378.0,W,W,Win,"Sep 13, 2025",1
402,6,396.0,W,W,Win,"Oct 11, 2025",2
402,7,387.0,W,L,Preparation,"Nov 8, 2025",3
402,8,365.0,L,L,Loss,"Dec 6, 2025",4
402,9,391.0,W,W,Win,"Jan 3, 2026",5
403,5,415.0,W,W,Win,"Sep 13, 2025",1
403,6,366.0,W,W,Win,"Oct 11, 2025",2
403,7,379.0,W,L,Preparation,"Nov 8, 2025",3
403,8,392.0,W,W,Win,"Dec 6, 2025",4
403,9,337.0,W,L,Preparation,"Jan 3, 2026",5
404,5,391.0,W,W,Win,"Sep 13, 2025",1
404,6,397.0,L,L,Loss,"Oct 11, 2025",2
404,7,410.0,L,W,Battle,"Nov 8, 2025",3
404,8,352.0,L,L,Loss,"Dec 6, 2025",4
404,9,399.0,L,L,Loss,"Jan 3, 2026",5
405,5,371.0,L,L,Loss,"Sep 13, 2025",1
405,6,369.0,L,L,Loss,"Oct 11, 2025",2
405,7,416.0,L,W,Battle,"Nov 8, 2025",3
405,8,329.0,L,L,Loss,"Dec 6, 2025",4
405,9,318.0,L,L,Loss,"Jan 3, 2026",5
406,5,401.0,L,L,Loss,"Sep 13, 2025",1
406,6,434.0,W,W,Win,"Oct 11, 2025",2
406,7,354.0,L,L,Loss,"Nov 8, 2025",3
406,8,401.0,L,L,Loss,"Dec 6, 2025",4
406,9,350.0,W,W,Win,"Jan 3, 2026",5
407,5,381.0,W,W,Win,"Sep 13, 2025",1
407,6,408.0,W,L,Preparation,"Oct 11, 2025",2
407,7,409.0,W,W,Win,"Nov 8, 2025",3
407,8,377.0,W,W,Win,"Dec 6, 2025",4
407,9,412.0,L,W,Battle,"Jan 3, 2026",5
408,5,410.0,W,L,Preparation,"Sep 13, 2025",1
408,6,407.0,L,W,Battle,"Oct 11, 2025",2
408,7,412.0,L,L,Loss,"Nov 8, 2025",3
408,8,363.0,L,L,Loss,"Dec 6, 2025",4
408,9,324.0,L,L,Loss,"Jan 3, 2026",5
409,5,382.0,W,W,Win,"Sep 13, 2025",1
409,6,379.0,L,W,Battle,"Oct 11, 2025",2
409,7,407.0,L,L,Loss,"Nov 8, 2025",3
409,8,395.0,W,L,Preparation,"Dec 6, 2025",4
409,9,386.0,L,W,Battle,"Jan 3, 2026",5
410,5,408.0,L,W,Battle,"Sep 13, 2025",1
410,6,444.0,L,L,Loss,"Oct 11, 2025",2
410,7,404.0,W,L,Preparation,"Nov 8, 2025",3
410,8,381.0,W,W,Win,"Dec 6, 2025",4
410,9,366.0,L,L,Loss,"Jan 3, 2026",5
411,5,396.0,W,L,Preparation,"Sep 13, 2025",1
411,6,429.0,L,W,Battle,"Oct 11, 2025",2
411,7,393.0,L,L,Loss,"Nov 8, 2025",3
411,8,391.0,L,L,Loss,"Dec 6, 2025",4
411,9,342.0,L,L,Loss,"Jan 3, 2026",5
412,5,385.0,W,W,Win,"Sep 13, 2025",1
412,6,415.0,W,L,Preparation,"Oct 11, 2025",2
412,7,408.0,W,W,Win,"Nov 8, 2025",3
412,8,335.0,W,W,Win,"Dec 6, 2025",4
412,9,407.0,W,L,Preparation,"Jan 3, 2026",5
413,5,386.0,L,L,Loss,"Sep 13, 2025",1
413,6,428.0,L,L,Loss,"Oct 11, 2025",2
413,7,396.0,L,W,Battle,"Nov 8, 2025",3
413,8,344.0,L,L,Loss,"Dec 6, 2025",4
413,9,327.0,L,L,Loss,"Jan 3, 2026",5
414,5,380.0,L,L,Loss,"Sep 13, 2025",1
414,6,390.0,W,W,Win,"Oct 11, 2025",2
414,7,342.0,W,W,Win,"Nov 8, 2025",3
414,8,353.0,W,W,Win,"Dec 6, 2025",4
414,9,321.0,L,L,Loss,"Jan 3, 2026",5
415,5,403.0,L,L,Loss,"Sep 13, 2025",1
415,6,412.0,L,W,Battle,"Oct 11, 2025",2
415,7,390.0,L,L,Loss,"Nov 8, 2025",3
415,8,314.0,W,W,Win,"Dec 6, 2025",4
415,9,375.0,L,W,Battle,"Jan 3, 2026",5
416,5,372.0,W,L,Preparation,"Sep 13, 2025",1
416,6,427.0,L,W,Battle,"Oct 11, 2025",2
416,7,405.0,W,L,Preparation,"Nov 8, 2025",3
416,8,338.0,L,W,Battle,"Dec 6, 2025",4
416,9,311.0,W,W,Win,"Jan 3, 2026",5
417,5,398.0,W,W,Win,"Sep 13, 2025",1
417,6,422.0,W,W,Win,"Oct 11, 2025",2
417,7,385.0,W,W,Win,"Nov 8, 2025",3
417,8,360.0,W,W,Win,"Dec 6, 2025",4
417,9,358.0,W,L,Preparation,"Jan 3, 2026",5
418,5,447.0,L,L,Loss,"Sep 13, 2025",1
418,6,436.0,W,L,Preparation,"Oct 11, 2025",2
418,7,429.0,L,L,Loss,"Nov 8, 2025",3
418,8,461.0,W,W,Win,"Dec 6, 2025",4
418,9,442.0,W,L,Preparation,"Jan 3, 2026",5
419,5,420.0,L,L,Loss,"Sep 13, 2025",1
419,6,435.0,W,W,Win,"Oct 11, 2025",2
419,7,422.0,W,W,Win,"Nov 8, 2025",3
419,8,482.0,L,L,Loss,"Dec 6, 2025",4
419,9,469.0,W,W,Win,"Jan 3, 2026",5
420,5,419.0,W,W,Win,"Sep 13, 2025",1
420,6,438.0,W,L,Preparation,"Oct 11, 2025",2
420,7,421.0,L,W,Battle,"Nov 8, 2025",3
420,8,430.0,L,L,Loss,"Dec 6, 2025",4
420,9,465.0,L,W,Battle,"Jan 3, 2026",5
421,5,438.0,L,W,Battle,"Sep 13, 2025",1
421,6,460.0,L,L,Loss,"Oct 11, 2025",2
421,7,420.0,W,L,Preparation,"Nov 8, 2025",3
421,8,448.0,W,W,Win,"Dec 6, 2025",4
421,9,441.0,W,W,Win,"Jan 3, 2026",5
422,5,458.0,W,W,Win,"Sep 13, 2025",1
422,6,417.0,L,L,Loss,"Oct 11, 2025",2
422,7,419.0,L,L,Loss,"Nov 8, 2025",3
422,8,496.0,L,W,Battle,"Dec 6, 2025",4
422,9,433.0,W,L,Preparation,"Jan 3, 2026",5
423,5,434.0,W,L,Preparation,"Sep 13, 2025",1
423,6,377.0,L,L,Loss,"Oct 11, 2025",2
423,7,453.0,L,W,Battle,"Nov 8, 2025",3
423,8,444.0,L,L,Loss,"Dec 6, 2025",4
423,9,497.0,W,L,Preparation,"Jan 3, 2026",5
424,5,426.0,W,W,Win,"Sep 13, 2025",1
424,6,380.0,L,W,Battle,"Oct 11, 2025",2
424,7,446.0,W,L,Preparation,"Nov 8, 2025",3
424,8,425.0,L,W,Battle,"Dec 6, 2025",4
424,9,491.0,L,W,Battle,"Jan 3, 2026",5
425,5,445.0,W,W,Win,"Sep 13, 2025",1
425,6,387.0,W,W,Win,"Oct 11, 2025",2
425,7,439.0,W,W,Win,"Nov 8, 2025",3
425,8,424.0,W,L,Preparation,"Dec 6, 2025",4
425,9,457.0,L,L,Loss,"Jan 3, 2026",5
426,5,424.0,L,L,Loss,"Sep 13, 2025",1
426,6,458.0,W,W,Win,"Oct 11, 2025",2
426,7,459.0,L,L,Loss,"Nov 8, 2025",3
426,8,466.0,L,L,Loss,"Dec 6, 2025",4
426,9,500.0,L,L,Loss,"Jan 3, 2026",5
427,5,461.0,W,L,Preparation,"Sep 13, 2025",1
427,6,416.0,W,L,Preparation,"Oct 11, 2025",2
427,7,440.0,W,W,Win,"Nov 8, 2025",3
427,8,431.0,L,W,Battle,"Dec 6, 2025",4
427,9,484.0,W,W,Win,"Jan 3, 2026",5
428,5,448.0,W,L,Preparation,"Sep 13, 2025",1
428,6,413.0,W,W,Win,"Oct 11, 2025",2
428,7,454.0,L,W,Battle,"Nov 8, 2025",3
428,8,429.0,L,L,Loss,"Dec 6, 2025",4
428,9,439.0,L,L,Loss,"Jan 3, 2026",5
429,5,455.0,L,L,Loss,"Sep 13, 2025",1
429,6,411.0,W,L,Preparation,"Oct 11, 2025",2
429,7,418.0,W,W,Win,"Nov 8, 2025",3
429,8,428.0,W,W,Win,"Dec 6, 2025",4
429,9,452.0,W,L,Preparation,"Jan 3, 2026",5
430,5,437.0,W,W,Win,"Sep 13, 2025",1
430,6,443.0,W,L,Preparation,"Oct 11, 2025",2
430,7,447.0,L,W,Battle,"Nov 8, 2025",3
430,8,420.0,W,W,Win,"Dec 6, 2025",4
430,9,485.0,W,W,Win,"Jan 3, 2026",5
431,5,440.0,L,W,Battle,"Sep 13, 2025",1
431,6,457.0,L,L,Loss,"Oct 11, 2025",2
431,7,451.0,L,L,Loss,"Nov 8, 2025",3
431,8,427.0,W,L,Preparation,"Dec 6, 2025",4
431,9,475.0,L,L,Loss,"Jan 3, 2026",5
432,5,436.0,L,W,Battle,"Sep 13, 2025",1
432,6,461.0,L,W,Battle,"Oct 11, 2025",2
432,7,448.0,L,L,Loss,"Nov 8, 2025",3
432,8,441.0,W,W,Win,"Dec 6, 2025",4
432,9,462.0,L,W,Battle,"Jan 3, 2026",5
433,5,441.0,L,W,Battle,"Sep 13, 2025",1
433,6,437.0,L,L,Loss,"Oct 11, 2025",2
433,7,450.0,L,L,Loss,"Nov 8, 2025",3
433,8,495.0,L,L,Loss,"Dec 6, 2025",4
433,9,422.0,L,W,Battle,"Jan 3, 2026",5
434,5,423.0,L,W,Battle,"Sep 13, 2025",1
434,6,406.0,L,L,Loss,"Oct 11, 2025",2
434,7,444.0,L,W,Battle,"Nov 8, 2025",3
434,8,491.0,L,L,Loss,"Dec 6, 2025",4
434,9,438.0,L,L,Loss,"Jan 3, 2026",5
435,5,442.0,L,W,Battle,"Sep 13, 2025",1
435,6,419.0,L,L,Loss,"Oct 11, 2025",2
435,7,441.0,W,W,Win,"Nov 8, 2025",3
435,8,463.0,W,W,Win,"Dec 6, 2025",4
435,9,498.0,L,W,Battle,"Jan 3, 2026",5
436,5,432.0,W,L,Preparation,"Sep 13, 2025",1
436,6,418.0,L,W,Battle,"Oct 11, 2025",2
436,7,442.0,W,W,Win,"Nov 8, 2025",3
436,8,478.0,L,W,Battle,"Dec 6, 2025",4
436,9,503.0,L,L,Loss,"Jan 3, 2026",5
437,5,430.0,L,L,Loss,"Sep 13, 2025",1
437,6,433.0,W,W,Win,"Oct 11, 2025",2
437,7,443.0,L,L,Loss,"Nov 8, 2025",3
437,8,503.0,L,L,Loss,"Dec 6, 2025",4
437,9,449.0,L,W,Battle,"Jan 3, 2026",5
438,5,421.0,W,L,Preparation,"Sep 13, 2025",1
438,6,420.0,L,W,Battle,"Oct 11, 2025",2
438,7,456.0,W,L,Preparation,"Nov 8, 2025",3
438,8,474.0,L,W,Battle,"Dec 6, 2025",4
438,9,434.0,W,W,Win,"Jan 3, 2026",5
439,5,456.0,W,L,Preparation,"Sep 13, 2025",1
439,6,452.0,W,W,Win,"Oct 11, 2025",2
439,7,425.0,L,L,Loss,"Nov 8, 2025",3
439,8,498.0,L,L,Loss,"Dec 6, 2025",4
439,9,428.0,W,W,Win,"Jan 3, 2026",5
440,5,431.0,W,L,Preparation,"Sep 13, 2025",1
440,6,454.0,L,L,Loss,"Oct 11, 2025",2
440,7,427.0,L,L,Loss,"Nov 8, 2025",3
440,8,483.0,W,L,Preparation,"Dec 6, 2025",4
440,9,476.0,W,W,Win,"Jan 3, 2026",5
441,5,433.0,W,L,Preparation,"Sep 13, 2025",1
441,6,448.0,L,W,Battle,"Oct 11, 2025",2
441,7,435.0,L,L,Loss,"Nov 8, 2025",3
441,8,432.0,L,L,Loss,"Dec 6, 2025",4
441,9,421.0,L,L,Loss,"Jan 3, 2026",5
442,5,435.0,W,L,Preparation,"Sep 13, 2025",1
442,6,445.0,W,W,Win,"Oct 11, 2025",2
442,7,436.0,L,L,Loss,"Nov 8, 2025",3
442,8,490.0,L,L,Loss,"Dec 6, 2025",4
442,9,418.0,L,W,Battle,"Jan 3, 2026",5
443,5,446.0,W,L,Preparation,"Sep 13, 2025",1
443,6,430.0,L,W,Battle,"Oct 11, 2025",2
443,7,437.0,W,W,Win,"Nov 8, 2025",3
443,8,469.0,W,L,Preparation,"Dec 6, 2025",4
443,9,461.0,W,L,Preparation,"Jan 3, 2026",5
444,5,453.0,W,W,Win,"Sep 13, 2025",1
444,6,410.0,W,W,Win,"Oct 11, 2025",2
444,7,434.0,W,L,Preparation,"Nov 8, 2025",3
444,8,423.0,W,W,Win,"Dec 6, 2025",4
444,9,446.0,L,L,Loss,"Jan 3, 2026",5
445,5,425.0,L,L,Loss,"Sep 13, 2025",1
445,6,442.0,L,L,Loss,"Oct 11, 2025",2
445,7,461.0,L,W,Battle,"Nov 8, 2025",3
445,8,500.0,L,L,Loss,"Dec 6, 2025",4
445,9,501.0,L,L,Loss,"Jan 3, 2026",5
446,5,443.0,L,W,Battle,"Sep 13, 2025",1
446,6,373.0,W,W,Win,"Oct 11, 2025",2
446,7,424.0,L,W,Battle,"Nov 8, 2025",3
446,8,494.0,W,W,Win,"Dec 6, 2025",4
446,9,444.0,W,W,Win,"Jan 3, 2026",5
447,5,418.0,W,W,Win,"Sep 13, 2025",1
447,6,451.0,W,W,Win,"Oct 11, 2025",2
447,7,430.0,W,L,Preparation,"Nov 8, 2025",3
447,8,449.0,W,W,Win,"Dec 6, 2025",4
447,9,505.0,W,L,Preparation,"Jan 3, 2026",5
448,5,428.0,L,W,Battle,"Sep 13, 2025",1
448,6,441.0,W,L,Preparation,"Oct 11, 2025",2
448,7,432.0,W,W,Win,"Nov 8, 2025",3
448,8,421.0,L,L,Loss,"Dec 6, 2025",4
448,9,454.0,L,W,Battle,"Jan 3, 2026",5
449,5,452.0,W,L,Preparation,"Sep 13, 2025",1
449,6,456.0,L,W,Battle,"Oct 11, 2025",2
449,7,463.0,L,W,Battle,"Nov 8, 2025",3
449,8,447.0,L,L,Loss,"Dec 6, 2025",4
449,9,437.0,W,L,Preparation,"Jan 3, 2026",5
450,5,460.0,L,L,Loss,"Sep 13, 2025",1
450,6,462.0,W,W,Win,"Oct 11, 2025",2
450,7,433.0,W,W,Win,"Nov 8, 2025",3
450,8,479.0,L,L,Loss,"Dec 6, 2025",4
450,9,482.0,W,L,Preparation,"Jan 3, 2026",5
451,5,457.0,W,W,Win,"Sep 13, 2025",1
451,6,447.0,L,L,Loss,"Oct 11, 2025",2
451,7,431.0,W,W,Win,"Nov 8, 2025",3
451,8,462.0,W,W,Win,"Dec 6, 2025",4
451,9,504.0,W,L,Preparation,"Jan 3, 2026",5
452,5,449.0,L,W,Battle,"Sep 13, 2025",1
452,6,439.0,L,L,Loss,"Oct 11, 2025",2
452,7,460.0,L,L,Loss,"Nov 8, 2025",3
452,8,457.0,L,L,Loss,"Dec 6, 2025",4
452,9,429.0,L,W,Battle,"Jan 3, 2026",5
453,5,444.0,L,L,Loss,"Sep 13, 2025",1
453,6,459.0,L,W,Battle,"Oct 11, 2025",2
453,7,423.0,W,L,Preparation,"Nov 8, 2025",3
453,8,485.0,W,L,Preparation,"Dec 6, 2025",4
453,9,468.0,L,W,Battle,"Jan 3, 2026",5
454,5,459.0,L,L,Loss,"Sep 13, 2025",1
454,6,440.0,W,W,Win,"Oct 11, 2025",2
454,7,428.0,W,L,Preparation,"Nov 8, 2025",3
454,8,487.0,L,L,Loss,"Dec 6, 2025",4
454,9,448.0,W,L,Preparation,"Jan 3, 2026",5
455,5,429.0,W,W,Win,"Sep 13, 2025",1
455,6,463.0,W,L,Preparation,"Oct 11, 2025",2
455,7,457.0,W,W,Win,"Nov 8, 2025",3
455,8,459.0,W,W,Win,"Dec 6, 2025",4
455,9,489.0,W,L,Preparation,"Jan 3, 2026",5
456,5,439.0,L,W,Battle,"Sep 13, 2025",1
456,6,449.0,W,L,Preparation,"Oct 11, 2025",2
456,7,438.0,L,W,Battle,"Nov 8, 2025",3
456,8,505.0,L,W,Battle,"Dec 6, 2025",4
456,9,481.0,W,L,Preparation,"Jan 3, 2026",5
457,5,451.0,L,L,Loss,"Sep 13, 2025",1
457,6,431.0,W,W,Win,"Oct 11, 2025",2
457,7,455.0,L,L,Loss,"Nov 8, 2025",3
457,8,452.0,W,W,Win,"Dec 6, 2025",4
457,9,425.0,W,W,Win,"Jan 3, 2026",5
458,5,422.0,L,L,Loss,"Sep 13, 2025",1
458,6,426.0,L,L,Loss,"Oct 11, 2025",2
458,7,462.0,L,L,Loss,"Nov 8, 2025",3
458,8,470.0,L,W,Battle,"Dec 6, 2025",4
458,9,474.0,L,L,Loss,"Jan 3, 2026",5
459,5,454.0,W,W,Win,"Sep 13, 2025",1
459,6,453.0,W,L,Preparation,"Oct 11, 2025",2
459,7,426.0,W,W,Win,"Nov 8, 2025",3
459,8,455.0,L,L,Loss,"Dec 6, 2025",4
459,9,471.0,W,W,Win,"Jan 3, 2026",5
460,5,450.0,W,W,Win,"Sep 13, 2025",1
460,6,421.0,W,W,Win,"Oct 11, 2025",2
460,7,452.0,W,W,Win,"Nov 8, 2025",3
460,8,481.0,W,L,Preparation,"Dec 6, 2025",4
460,9,473.0,W,W,Win,"Jan 3, 2026",5
461,5,427.0,L,W,Battle,"Sep 13, 2025",1
461,6,432.0,W,L,Preparation,"Oct 11, 2025",2
461,7,445.0,W,L,Preparation,"Nov 8, 2025",3
461,8,418.0,L,L,Loss,"Dec 6, 2025",4
461,9,443.0,L,W,Battle,"Jan 3, 2026",5
462,5,463.0,L,L,Loss,"Sep 13, 2025",1
462,6,450.0,L,L,Loss,"Oct 11, 2025",2
462,7,458.0,W,W,Win,"Nov 8, 2025",3
462,8,451.0,L,L,Loss,"Dec 6, 2025",4
462,9,432.0,W,L,Preparation,"Jan 3, 2026",5
463,5,462.0,W,W,Win,"Sep 13, 2025",1
463,6,455.0,L,W,Battle,"Oct 11, 2025",2
463,7,449.0,W,L,Preparation,"Nov 8, 2025",3
463,8,435.0,L,L,Loss,"Dec 6, 2025",4
463,9,466.0,L,W,Battle,"Jan 3, 2026",5
464,5,469.0,W,W,Win,"Sep 13, 2025",1
464,6,473.0,L,L,Loss,"Oct 11, 2025",2
464,7,503.0,W,W,Win,"Nov 8, 2025",3
464,8,499.0,W,L,Preparation,"Dec 6, 2025",4
464,9,470.0,L,L,Loss,"Jan 3, 2026",5
465,5,487.0,L,L,Loss,"Sep 13, 2025",1
465,6,468.0,W,W,Win,"Oct 11, 2025",2
465,7,491.0,W,L,Preparation,"Nov 8, 2025",3
465,8,471.0,W,L,Preparation,"Dec 6, 2025",4
465,9,420.0,W,L,Preparation,"Jan 3, 2026",5
466,5,499.0,W,W,Win,"Sep 13, 2025",1
466,6,472.0,W,W,Win,"Oct 11, 2025",2
466,7,467.0,W,L,Preparation,"Nov 8, 2025",3
466,8,426.0,W,W,Win,"Dec 6, 2025",4
466,9,463.0,W,L,Preparation,"Jan 3, 2026",5
467,5,472.0,W,W,Win,"Sep 13, 2025",1
467,6,477.0,W,L,Preparation,"Oct 11, 2025",2
467,7,466.0,L,W,Battle,"Nov 8, 2025",3
467,8,476.0,W,W,Win,"Dec 6, 2025",4
467,9,496.0,W,L,Preparation,"Jan 3, 2026",5
468,5,491.0,L,W,Battle,"Sep 13, 2025",1
468,6,465.0,L,L,Loss,"Oct 11, 2025",2
468,7,500.0,W,W,Win,"Nov 8, 2025",3
468,8,473.0,W,L,Preparation,"Dec 6, 2025",4
468,9,453.0,W,L,Preparation,"Jan 3, 2026",5
469,5,464.0,L,L,Loss,"Sep 13, 2025",1
469,6,484.0,L,L,Loss,"Oct 11, 2025",2
469,7,496.0,L,W,Battle,"Nov 8, 2025",3
469,8,443.0,L,W,Battle,"Dec 6, 2025",4
469,9,419.0,L,L,Loss,"Jan 3, 2026",5
470,5,476.0,L,L,Loss,"Sep 13, 2025",1
470,6,474.0,L,L,Loss,"Oct 11, 2025",2
470,7,472.0,W,W,Win,"Nov 8, 2025",3
470,8,458.0,W,L,Preparation,"Dec 6, 2025",4
470,9,464.0,W,W,Win,"Jan 3, 2026",5
471,5,502.0,L,W,Battle,"Sep 13, 2025",1
471,6,481.0,L,W,Battle,"Oct 11, 2025",2
471,7,489.0,W,L,Preparation,"Nov 8, 2025",3
471,8,465.0,L,W,Battle,"Dec 6, 2025",4
471,9,459.0,L,L,Loss,"Jan 3, 2026",5
472,5,467.0,L,L,Loss,"Sep 13, 2025",1
472,6,466.0,L,L,Loss,"Oct 11, 2025",2
472,7,470.0,L,L,Loss,"Nov 8, 2025",3
472,8,480.0,W,W,Win,"Dec 6, 2025",4
472,9,492.0,W,W,Win,"Jan 3, 2026",5
473,5,474.0,L,W,Battle,"Sep 13, 2025",1
473,6,464.0,W,W,Win,"Oct 11, 2025",2
473,7,481.0,L,L,Loss,"Nov 8, 2025",3
473,8,468.0,L,W,Battle,"Dec 6, 2025",4
473,9,460.0,L,L,Loss,"Jan 3, 2026",5
474,5,473.0,W,L,Preparation,"Sep 13, 2025",1
474,6,470.0,W,W,Win,"Oct 11, 2025",2
474,7,478.0,L,W,Battle,"Nov 8, 2025",3
474,8,438.0,W,L,Preparation,"Dec 6, 2025",4
474,9,458.0,W,W,Win,"Jan 3, 2026",5
475,5,479.0,L,L,Loss,"Sep 13, 2025",1
475,6,490.0,W,W,Win,"Oct 11, 2025",2
475,7,488.0,W,L,Preparation,"Nov 8, 2025",3
475,8,492.0,W,L,Preparation,"Dec 6, 2025",4
475,9,431.0,W,W,Win,"Jan 3, 2026",5
476,5,470.0,W,W,Win,"Sep 13, 2025",1
476,6,497.0,W,L,Preparation,"Oct 11, 2025",2
476,7,505.0,L,L,Loss,"Nov 8, 2025",3
476,8,467.0,L,L,Loss,"Dec 6, 2025",4
476,9,440.0,L,L,Loss,"Jan 3, 2026",5
477,5,498.0,L,L,Loss,"Sep 13, 2025",1
477,6,467.0,L,W,Battle,"Oct 11, 2025",2
477,7,486.0,W,L,Preparation,"Nov 8, 2025",3
477,8,504.0,L,L,Loss,"Dec 6, 2025",4
477,9,499.0,W,W,Win,"Jan 3, 2026",5
478,5,501.0,L,W,Battle,"Sep 13, 2025",1
478,6,482.0,W,W,Win,"Oct 11, 2025",2
478,7,474.0,W,L,Preparation,"Nov 8, 2025",3
478,8,436.0,W,L,Preparation,"Dec 6, 2025",4
478,9,486.0,W,W,Win,"Jan 3, 2026",5
479,5,475.0,W,W,Win,"Sep 13, 2025",1
479,6,501.0,W,W,Win,"Oct 11, 2025",2
479,7,493.0,W,W,Win,"Nov 8, 2025",3
