kingdom_number,kvk_number,opponent_kingdom,prep_result,battle_result,overall_result,kvk_date,order_index
170,9,156,L,L,Loss,"Jan 3, 2026",9
171,3,134,W,W,Win,"Jul 19, 2025",3
171,4,165,L,L,Loss,"Aug 16, 2025",4
171,5,201,L,L,Loss,"Sep 13, 2025",5
171,6,126,W,W,Win,"Oct 11, 2025",6
171,7,172,W,L,Preparation,"Nov 8, 2025",7
171,8,132,W,W,Win,"Dec 6, 2025",8
171,9,169,W,W,Win,"Jan 3, 2026",9
172,3,187,W,W,Win,"Jul 19, 2025",3
172,4,40,W,W,Win,"Aug 16, 2025",4
172,5,197,W,W,Win,"Sep 13, 2025",5
172,6,162,W,L,Preparation,"Oct 11, 2025",6
172,7,171,L,W,Battle,"Nov 8, 2025",7
172,8,158,W,W,Win,"Dec 6, 2025",8
172,9,112,W,W,Win,"Jan 3, 2026",9
173,3,191,L,W,Battle,"Jul 19, 2025",3
173,4,82,W,W,Win,"Aug 16, 2025",4
173,5,166,W,L,Preparation,"Sep 13, 2025",5
173,6,168,L,L,Loss,"Oct 11, 2025",6
173,7,120,W,L,Preparation,"Nov 8, 2025",7
173,8,124,L,W,Battle,"Dec 6, 2025",8
173,9,146,L,L,Loss,"Jan 3, 2026",9
174,3,186,W,L,Preparation,"Jul 19, 2025",3
174,4,150,L,L,Loss,"Aug 16, 2025",4
174,5,159,W,W,Win,"Sep 13, 2025",5
174,6,122,W,W,Win,"Oct 11, 2025",6
174,7,148,W,L,Preparation,"Nov 8, 2025",7
174,8,144,L,W,Battle,"Dec 6, 2025",8
174,9,123,L,L,Loss,"Jan 3, 2026",9
175,3,156,L,L,Loss,"Jul 19, 2025",3
175,4,154,L,W,Battle,"Aug 16, 2025",4
175,5,200,L,W,Battle,"Sep 13, 2025",5
175,6,147,W,W,Win,"Oct 11, 2025",6
175,7,132,L,W,Battle,"Nov 8, 2025",7
175,8,145,W,W,Win,"Dec 6, 2025",8
175,9,153,W,L,Preparation,"Jan 3, 2026",9
176,3,159,L,W,Battle,"Jul 19, 2025",3
176,4,203,L,L,Loss,"Aug 16, 2025",4
176,5,143,L,L,Loss,"Sep 13, 2025",5
176,6,187,L,W,Battle,"Oct 11, 2025",6
176,7,178,W,W,Win,"Nov 8, 2025",7
176,8,278,L,L,Loss,"Dec 6, 2025",8
176,9,228,L,W,Battle,"Jan 3, 2026",9
177,3,165,L,L,Loss,"Jul 19, 2025",3
177,4,179,L,L,Loss,"Aug 16, 2025",4
177,5,203,L,W,Battle,"Sep 13, 2025",5
177,6,235,L,L,Loss,"Oct 11, 2025",6
177,7,196,L,W,Battle,"Nov 8, 2025",7
177,8,180,L,W,Battle,"Dec 6, 2025",8
177,9,214,L,L,Loss,"Jan 3, 2026",9
178,3,131,W,W,Win,"Jul 19, 2025",3
178,4,201,L,L,Loss,"Aug 16, 2025",4
178,5,183,W,W,Win,"Sep 13, 2025",5
178,6,179,L,L,Loss,"Oct 11, 2025",6
178,7,176,L,L,Loss,"Nov 8, 2025",7
178,8,184,L,L,Loss,"Dec 6, 2025",8
178,9,205,L,L,Loss,"Jan 3, 2026",9
179,3,148,L,L,Loss,"Jul 19, 2025",3
179,4,177,W,W,Win,"Aug 16, 2025",4
179,5,162,W,L,Preparation,"Sep 13, 2025",5
179,6,178,W,W,Win,"Oct 11, 2025",6
179,7,202,L,L,Loss,"Nov 8, 2025",7
179,8,225,L,L,Loss,"Dec 6, 2025",8
179,9,197,W,W,Win,"Jan 3, 2026",9
180,3,181,W,W,Win,"Jul 19, 2025",3
180,4,184,W,L,Preparation,"Aug 16, 2025",4
180,5,182,W,W,Win,"Sep 13, 2025",5
180,6,200,L,L,Loss,"Oct 11, 2025",6
180,7,198,W,W,Win,"Nov 8, 2025",7
180,8,177,W,L,Preparation,"Dec 6, 2025",8
180,9,235,L,L,Loss,"Jan 3, 2026",9
181,3,180,L,L,Loss,"Jul 19, 2025",3
181,4,194,W,L,Preparation,"Aug 16, 2025",4
181,5,204,W,W,Win,"Sep 13, 2025",5
181,6,184,W,L,Preparation,"Oct 11, 2025",6
181,7,187,L,L,Loss,"Nov 8, 2025",7
181,8,204,W,L,Preparation,"Dec 6, 2025",8
181,9,182,W,W,Win,"Jan 3, 2026",9
182,3,200,L,L,Loss,"Jul 19, 2025",3
182,4,192,W,W,Win,"Aug 16, 2025",4
182,5,180,L,L,Loss,"Sep 13, 2025",5
182,6,231,L,L,Loss,"Oct 11, 2025",6
182,7,186,W,W,Win,"Nov 8, 2025",7
182,8,193,L,L,Loss,"Dec 6, 2025",8
182,9,181,L,L,Loss,"Jan 3, 2026",9
183,3,198,W,W,Win,"Jul 19, 2025",3
183,4,193,W,L,Preparation,"Aug 16, 2025",4
183,5,178,L,L,Loss,"Sep 13, 2025",5
183,6,233,W,L,Preparation,"Oct 11, 2025",6
183,7,195,W,L,Preparation,"Nov 8, 2025",7
183,8,256,W,W,Win,"Dec 6, 2025",8
183,9,217,L,L,Loss,"Jan 3, 2026",9
184,3,194,W,L,Preparation,"Jul 19, 2025",3
184,4,180,L,W,Battle,"Aug 16, 2025",4
184,5,196,L,L,Loss,"Sep 13, 2025",5
184,6,181,L,W,Battle,"Oct 11, 2025",6
184,7,185,W,W,Win,"Nov 8, 2025",7
184,8,178,W,W,Win,"Dec 6, 2025",8
184,9,223,L,L,Loss,"Jan 3, 2026",9
185,3,192,L,W,Battle,"Jul 19, 2025",3
185,4,206,L,W,Battle,"Aug 16, 2025",4
185,5,194,L,W,Battle,"Sep 13, 2025",5
185,6,186,L,W,Battle,"Oct 11, 2025",6
185,7,184,L,L,Loss,"Nov 8, 2025",7
185,8,190,W,W,Win,"Dec 6, 2025",8
185,9,209,W,W,Win,"Jan 3, 2026",9
186,3,174,L,W,Battle,"Jul 19, 2025",3
186,4,205,W,L,Preparation,"Aug 16, 2025",4
186,5,198,W,W,Win,"Sep 13, 2025",5
186,6,185,W,L,Preparation,"Oct 11, 2025",6
186,7,182,L,L,Loss,"Nov 8, 2025",7
186,8,251,W,L,Preparation,"Dec 6, 2025",8
186,9,216,W,W,Win,"Jan 3, 2026",9
187,3,172,L,L,Loss,"Jul 19, 2025",3
187,4,234,L,L,Loss,"Aug 16, 2025",4
187,5,161,W,L,Preparation,"Sep 13, 2025",5
187,6,176,W,L,Preparation,"Oct 11, 2025",6
187,7,181,W,W,Win,"Nov 8, 2025",7
187,8,217,W,W,Win,"Dec 6, 2025",8
187,9,198,W,W,Win,"Jan 3, 2026",9
188,3,202,L,L,Loss,"Jul 19, 2025",3
188,4,218,L,W,Battle,"Aug 16, 2025",4
188,5,191,L,W,Battle,"Sep 13, 2025",5
188,6,213,W,W,Win,"Oct 11, 2025",6
188,7,189,W,L,Preparation,"Nov 8, 2025",7
188,8,214,W,W,Win,"Dec 6, 2025",8
188,9,200,L,L,Loss,"Jan 3, 2026",9
189,3,190,L,W,Battle,"Jul 19, 2025",3
189,4,221,L,L,Loss,"Aug 16, 2025",4
189,5,202,L,L,Loss,"Sep 13, 2025",5
189,6,191,L,L,Loss,"Oct 11, 2025",6
189,7,188,L,W,Battle,"Nov 8, 2025",7
189,8,233,W,W,Win,"Dec 6, 2025",8
189,9,213,L,L,Loss,"Jan 3, 2026",9
190,3,189,W,L,Preparation,"Jul 19, 2025",3
190,4,211,L,W,Battle,"Aug 16, 2025",4
190,5,151,W,W,Win,"Sep 13, 2025",5
190,6,232,L,L,Loss,"Oct 11, 2025",6
190,7,203,L,W,Battle,"Nov 8, 2025",7
190,8,185,L,L,Loss,"Dec 6, 2025",8
190,9,194,L,L,Loss,"Jan 3, 2026",9
191,3,173,W,L,Preparation,"Jul 19, 2025",3
191,4,213,L,W,Battle,"Aug 16, 2025",4
191,5,188,W,L,Preparation,"Sep 13, 2025",5
191,6,189,W,W,Win,"Oct 11, 2025",6
191,7,205,L,W,Battle,"Nov 8, 2025",7
191,8,274,L,L,Loss,"Dec 6, 2025",8
191,9,196,L,L,Loss,"Jan 3, 2026",9
192,3,185,W,L,Preparation,"Jul 19, 2025",3
192,4,182,L,L,Loss,"Aug 16, 2025",4
192,5,160,L,L,Loss,"Sep 13, 2025",5
192,6,214,L,L,Loss,"Oct 11, 2025",6
192,7,215,L,W,Battle,"Nov 8, 2025",7
192,8,198,L,L,Loss,"Dec 6, 2025",8
192,9,208,L,L,Loss,"Jan 3, 2026",9
193,3,201,W,L,Preparation,"Jul 19, 2025",3
193,4,183,L,W,Battle,"Aug 16, 2025",4
193,5,170,L,L,Loss,"Sep 13, 2025",5
193,6,208,L,L,Loss,"Oct 11, 2025",6
193,7,214,W,L,Preparation,"Nov 8, 2025",7
193,8,182,W,W,Win,"Dec 6, 2025",8
193,9,224,W,L,Preparation,"Jan 3, 2026",9
194,3,184,L,W,Battle,"Jul 19, 2025",3
194,4,181,L,W,Battle,"Aug 16, 2025",4
194,5,185,W,L,Preparation,"Sep 13, 2025",5
194,6,216,W,W,Win,"Oct 11, 2025",6
194,7,228,L,L,Loss,"Nov 8, 2025",7
194,8,207,W,W,Win,"Dec 6, 2025",8
194,9,190,W,W,Win,"Jan 3, 2026",9
195,3,203,L,L,Loss,"Jul 19, 2025",3
195,4,233,L,W,Battle,"Aug 16, 2025",4
195,5,205,W,L,Preparation,"Sep 13, 2025",5
195,6,218,L,W,Battle,"Oct 11, 2025",6
195,7,183,L,W,Battle,"Nov 8, 2025",7
195,8,239,L,L,Loss,"Dec 6, 2025",8
195,9,203,L,L,Loss,"Jan 3, 2026",9
196,3,162,W,L,Preparation,"Jul 19, 2025",3
196,4,208,W,W,Win,"Aug 16, 2025",4
196,5,184,W,W,Win,"Sep 13, 2025",5
196,6,220,L,L,Loss,"Oct 11, 2025",6
196,7,177,W,L,Preparation,"Nov 8, 2025",7
196,8,236,W,L,Preparation,"Dec 6, 2025",8
196,9,191,W,W,Win,"Jan 3, 2026",9
197,3,141,L,W,Battle,"Jul 19, 2025",3
197,4,214,L,W,Battle,"Aug 16, 2025",4
197,5,172,L,L,Loss,"Sep 13, 2025",5
197,6,225,L,W,Battle,"Oct 11, 2025",6
197,7,201,L,W,Battle,"Nov 8, 2025",7
197,8,231,L,L,Loss,"Dec 6, 2025",8
197,9,179,L,L,Loss,"Jan 3, 2026",9
198,3,183,L,L,Loss,"Jul 19, 2025",3
198,4,200,L,L,Loss,"Aug 16, 2025",4
198,5,186,L,L,Loss,"Sep 13, 2025",5
198,6,211,L,W,Battle,"Oct 11, 2025",6
198,7,180,L,L,Loss,"Nov 8, 2025",7
198,8,192,W,W,Win,"Dec 6, 2025",8
198,9,187,L,L,Loss,"Jan 3, 2026",9
199,3,169,L,L,Loss,"Jul 19, 2025",3
199,4,240,W,W,Win,"Aug 16, 2025",4
199,5,165,W,L,Preparation,"Sep 13, 2025",5
199,6,201,W,W,Win,"Oct 11, 2025",6
199,7,212,W,W,Win,"Nov 8, 2025",7
199,8,219,W,L,Preparation,"Dec 6, 2025",8
199,9,211,W,W,Win,"Jan 3, 2026",9
200,3,182,W,W,Win,"Jul 19, 2025",3
200,4,198,W,W,Win,"Aug 16, 2025",4
200,5,175,W,L,Preparation,"Sep 13, 2025",5
200,6,180,W,W,Win,"Oct 11, 2025",6
200,7,221,W,L,Preparation,"Nov 8, 2025",7
200,8,288,W,L,Preparation,"Dec 6, 2025",8
200,9,188,W,W,Win,"Jan 3, 2026",9
201,3,193,L,W,Battle,"Jul 19, 2025",3
201,4,178,W,W,Win,"Aug 16, 2025",4
201,5,171,W,W,Win,"Sep 13, 2025",5
201,6,199,L,L,Loss,"Oct 11, 2025",6
201,7,197,W,L,Preparation,"Nov 8, 2025",7
201,8,202,L,W,Battle,"Dec 6, 2025",8
201,9,231,L,L,Loss,"Jan 3, 2026",9
202,3,188,W,W,Win,"Jul 19, 2025",3
202,4,207,L,W,Battle,"Aug 16, 2025",4
202,5,189,W,W,Win,"Sep 13, 2025",5
202,6,212,W,L,Preparation,"Oct 11, 2025",6
202,7,179,W,W,Win,"Nov 8, 2025",7
202,8,201,W,L,Preparation,"Dec 6, 2025",8
202,9,225,W,L,Preparation,"Jan 3, 2026",9
203,3,195,W,W,Win,"Jul 19, 2025",3
203,4,176,W,W,Win,"Aug 16, 2025",4
203,5,177,W,L,Preparation,"Sep 13, 2025",5
203,6,224,W,W,Win,"Oct 11, 2025",6
203,7,190,W,L,Preparation,"Nov 8, 2025",7
203,8,263,W,W,Win,"Dec 6, 2025",8
203,9,195,W,W,Win,"Jan 3, 2026",9
204,3,146,L,L,Loss,"Jul 19, 2025",3
204,4,220,L,L,Loss,"Aug 16, 2025",4
204,5,181,L,L,Loss,"Sep 13, 2025",5
204,6,230,L,W,Battle,"Oct 11, 2025",6
204,7,211,L,L,Loss,"Nov 8, 2025",7
204,8,181,L,W,Battle,"Dec 6, 2025",8
204,9,215,W,W,Win,"Jan 3, 2026",9
205,3,151,L,W,Battle,"Jul 19, 2025",3
205,4,186,L,W,Battle,"Aug 16, 2025",4
205,5,195,L,W,Battle,"Sep 13, 2025",5
205,6,219,L,L,Loss,"Oct 11, 2025",6
205,7,191,W,L,Preparation,"Nov 8, 2025",7
205,8,271,L,L,Loss,"Dec 6, 2025",8
205,9,178,W,W,Win,"Jan 3, 2026",9
206,4,185,W,L,Preparation,"Aug 16, 2025",4
206,5,209,L,L,Loss,"Sep 13, 2025",5
206,6,217,L,L,Loss,"Oct 11, 2025",6
206,7,230,L,L,Loss,"Nov 8, 2025",7
206,8,238,L,W,Battle,"Dec 6, 2025",8
206,9,207,L,L,Loss,"Jan 3, 2026",9
207,4,202,W,L,Preparation,"Aug 16, 2025",4
207,5,223,L,L,Loss,"Sep 13, 2025",5
207,6,228,L,L,Loss,"Oct 11, 2025",6
207,7,217,L,W,Battle,"Nov 8, 2025",7
207,8,194,L,L,Loss,"Dec 6, 2025",8
207,9,206,W,W,Win,"Jan 3, 2026",9
208,4,196,L,L,Loss,"Aug 16, 2025",4
208,5,239,W,W,Win,"Sep 13, 2025",5
208,6,193,W,W,Win,"Oct 11, 2025",6
208,7,219,L,L,Loss,"Nov 8, 2025",7
208,8,218,W,W,Win,"Dec 6, 2025",8
208,9,192,W,W,Win,"Jan 3, 2026",9
209,4,231,L,L,Loss,"Aug 16, 2025",4
209,5,206,W,W,Win,"Sep 13, 2025",5
209,6,227,L,L,Loss,"Oct 11, 2025",6
209,7,213,L,L,Loss,"Nov 8, 2025",7
209,8,247,L,L,Loss,"Dec 6, 2025",8
209,9,185,L,L,Loss,"Jan 3, 2026",9
210,4,241,W,W,Win,"Aug 16, 2025",4
210,5,236,W,W,Win,"Sep 13, 2025",5
210,6,229,W,W,Win,"Oct 11, 2025",6
210,7,226,W,L,Preparation,"Nov 8, 2025",7
210,8,301,W,W,Win,"Dec 6, 2025",8
210,9,219,L,W,Battle,"Jan 3, 2026",9
211,4,190,W,L,Preparation,"Aug 16, 2025",4
211,5,222,L,L,Loss,"Sep 13, 2025",5
211,6,198,W,L,Preparation,"Oct 11, 2025",6
211,7,204,W,W,Win,"Nov 8, 2025",7
211,8,229,W,W,Win,"Dec 6, 2025",8
211,9,199,L,L,Loss,"Jan 3, 2026",9
212,4,226,L,L,Loss,"Aug 16, 2025",4
212,5,214,L,W,Battle,"Sep 13, 2025",5
212,6,202,L,W,Battle,"Oct 11, 2025",6
212,7,199,L,L,Loss,"Nov 8, 2025",7
212,8,257,L,L,Loss,"Dec 6, 2025",8
212,9,232,L,L,Loss,"Jan 3, 2026",9
213,4,191,W,L,Preparation,"Aug 16, 2025",4
213,5,232,L,W,Battle,"Sep 13, 2025",5
213,6,188,L,L,Loss,"Oct 11, 2025",6
213,7,209,W,W,Win,"Nov 8, 2025",7
213,8,235,L,W,Battle,"Dec 6, 2025",8
213,9,189,W,W,Win,"Jan 3, 2026",9
214,4,197,W,L,Preparation,"Aug 16, 2025",4
214,5,212,W,L,Preparation,"Sep 13, 2025",5
214,6,192,W,W,Win,"Oct 11, 2025",6
214,7,193,L,W,Battle,"Nov 8, 2025",7
214,8,188,L,L,Loss,"Dec 6, 2025",8
214,9,177,W,W,Win,"Jan 3, 2026",9
215,4,236,L,W,Battle,"Aug 16, 2025",4
215,5,221,L,W,Battle,"Sep 13, 2025",5
215,6,226,L,L,Loss,"Oct 11, 2025",6
215,7,192,W,L,Preparation,"Nov 8, 2025",7
215,8,221,L,W,Battle,"Dec 6, 2025",8
215,9,204,L,L,Loss,"Jan 3, 2026",9
216,4,251,W,W,Win,"Aug 16, 2025",4
216,5,242,L,L,Loss,"Sep 13, 2025",5
216,6,194,L,L,Loss,"Oct 11, 2025",6
216,7,224,W,L,Preparation,"Nov 8, 2025",7
216,8,248,L,L,Loss,"Dec 6, 2025",8
216,9,186,L,L,Loss,"Jan 3, 2026",9
217,4,273,L,L,Loss,"Aug 16, 2025",4
217,5,251,W,L,Preparation,"Sep 13, 2025",5
217,6,206,W,W,Win,"Oct 11, 2025",6
217,7,207,W,L,Preparation,"Nov 8, 2025",7
217,8,187,L,L,Loss,"Dec 6, 2025",8
217,9,183,W,W,Win,"Jan 3, 2026",9
218,4,188,W,L,Preparation,"Aug 16, 2025",4
218,5,230,W,W,Win,"Sep 13, 2025",5
218,6,195,W,L,Preparation,"Oct 11, 2025",6
218,7,223,L,W,Battle,"Nov 8, 2025",7
218,8,208,L,L,Loss,"Dec 6, 2025",8
218,9,221,L,L,Loss,"Jan 3, 2026",9
219,4,250,L,W,Battle,"Aug 16, 2025",4
219,5,235,W,W,Win,"Sep 13, 2025",5
219,6,205,W,W,Win,"Oct 11, 2025",6
219,7,208,W,W,Win,"Nov 8, 2025",7
219,8,199,L,W,Battle,"Dec 6, 2025",8
219,9,210,W,L,Preparation,"Jan 3, 2026",9
220,4,204,W,W,Win,"Aug 16, 2025",4
220,5,231,L,L,Loss,"Sep 13, 2025",5
220,6,196,W,W,Win,"Oct 11, 2025",6
220,7,234,L,L,Loss,"Nov 8, 2025",7
220,8,261,L,L,Loss,"Dec 6, 2025",8
220,9,233,W,L,Preparation,"Jan 3, 2026",9
221,4,189,W,W,Win,"Aug 16, 2025",4
221,5,215,W,L,Preparation,"Sep 13, 2025",5
221,6,234,L,L,Loss,"Oct 11, 2025",6
221,7,200,L,W,Battle,"Nov 8, 2025",7
221,8,215,W,L,Preparation,"Dec 6, 2025",8
221,9,218,W,W,Win,"Jan 3, 2026",9
222,4,244,L,L,Loss,"Aug 16, 2025",4
222,5,211,W,W,Win,"Sep 13, 2025",5
222,6,223,L,W,Battle,"Oct 11, 2025",6
222,7,227,W,W,Win,"Nov 8, 2025",7
222,8,286,W,L,Preparation,"Dec 6, 2025",8
222,9,229,W,W,Win,"Jan 3, 2026",9
223,4,276,L,L,Loss,"Aug 16, 2025",4
223,5,207,W,W,Win,"Sep 13, 2025",5
223,6,222,W,L,Preparation,"Oct 11, 2025",6
223,7,218,W,L,Preparation,"Nov 8, 2025",7
223,8,270,L,W,Battle,"Dec 6, 2025",8
223,9,184,W,W,Win,"Jan 3, 2026",9
224,4,266,L,W,Battle,"Aug 16, 2025",4
224,5,227,L,L,Loss,"Sep 13, 2025",5
224,6,203,L,L,Loss,"Oct 11, 2025",6
224,7,216,L,W,Battle,"Nov 8, 2025",7
224,8,266,L,W,Battle,"Dec 6, 2025",8
224,9,193,L,W,Battle,"Jan 3, 2026",9
225,4,248,W,W,Win,"Aug 16, 2025",4
225,5,234,L,W,Battle,"Sep 13, 2025",5
225,6,197,W,L,Preparation,"Oct 11, 2025",6
225,7,233,W,L,Preparation,"Nov 8, 2025",7
225,8,179,W,W,Win,"Dec 6, 2025",8
225,9,202,L,W,Battle,"Jan 3, 2026",9
226,4,212,W,W,Win,"Aug 16, 2025",4
226,5,240,L,L,Loss,"Sep 13, 2025",5
226,6,215,W,W,Win,"Oct 11, 2025",6
226,7,210,L,W,Battle,"Nov 8, 2025",7
226,8,267,L,L,Loss,"Dec 6, 2025",8
226,9,234,L,L,Loss,"Jan 3, 2026",9
227,4,232,L,L,Loss,"Aug 16, 2025",4
227,5,224,W,W,Win,"Sep 13, 2025",5
227,6,209,W,W,Win,"Oct 11, 2025",6
227,7,222,L,L,Loss,"Nov 8, 2025",7
227,8,284,L,L,Loss,"Dec 6, 2025",8
227,9,230,L,L,Loss,"Jan 3, 2026",9
228,4,247,L,W,Battle,"Aug 16, 2025",4
228,5,254,W,L,Preparation,"Sep 13, 2025",5
228,6,207,W,W,Win,"Oct 11, 2025",6
228,7,194,W,W,Win,"Nov 8, 2025",7
228,8,294,L,L,Loss,"Dec 6, 2025",8
228,9,176,W,L,Preparation,"Jan 3, 2026",9
229,4,258,W,W,Win,"Aug 16, 2025",4
229,5,268,L,L,Loss,"Sep 13, 2025",5
229,6,210,L,L,Loss,"Oct 11, 2025",6
229,7,235,L,W,Battle,"Nov 8, 2025",7
229,8,211,L,L,Loss,"Dec 6, 2025",8
229,9,222,L,L,Loss,"Jan 3, 2026",9
230,4,270,L,L,Loss,"Aug 16, 2025",4
230,5,218,L,L,Loss,"Sep 13, 2025",5
230,6,204,W,L,Preparation,"Oct 11, 2025",6
230,7,206,W,W,Win,"Nov 8, 2025",7
230,8,287,W,W,Win,"Dec 6, 2025",8
230,9,227,W,W,Win,"Jan 3, 2026",9
231,4,209,W,W,Win,"Aug 16, 2025",4
231,5,220,W,W,Win,"Sep 13, 2025",5
231,6,182,W,W,Win,"Oct 11, 2025",6
231,7,232,W,W,Win,"Nov 8, 2025",7
231,8,197,W,W,Win,"Dec 6, 2025",8
231,9,201,W,W,Win,"Jan 3, 2026",9
232,4,227,W,W,Win,"Aug 16, 2025",4
232,5,213,W,L,Preparation,"Sep 13, 2025",5
232,6,190,W,W,Win,"Oct 11, 2025",6
232,7,231,L,L,Loss,"Nov 8, 2025",7
232,8,237,W,L,Preparation,"Dec 6, 2025",8
232,9,212,W,W,Win,"Jan 3, 2026",9
233,4,195,W,L,Preparation,"Aug 16, 2025",4
233,5,261,L,L,Loss,"Sep 13, 2025",5
233,6,183,L,W,Battle,"Oct 11, 2025",6
233,7,225,L,W,Battle,"Nov 8, 2025",7
233,8,189,L,L,Loss,"Dec 6, 2025",8
233,9,220,L,W,Battle,"Jan 3, 2026",9
234,4,187,W,W,Win,"Aug 16, 2025",4
234,5,225,W,L,Preparation,"Sep 13, 2025",5
234,6,221,W,W,Win,"Oct 11, 2025",6
234,7,220,W,W,Win,"Nov 8, 2025",7
234,8,243,W,W,Win,"Dec 6, 2025",8
234,9,226,W,W,Win,"Jan 3, 2026",9
235,4,262,W,W,Win,"Aug 16, 2025",4
235,5,219,L,L,Loss,"Sep 13, 2025",5
235,6,177,W,W,Win,"Oct 11, 2025",6
235,7,229,W,L,Preparation,"Nov 8, 2025",7
235,8,213,W,L,Preparation,"Dec 6, 2025",8
235,9,180,W,W,Win,"Jan 3, 2026",9
236,4,215,W,L,Preparation,"Aug 16, 2025",4
236,5,210,L,L,Loss,"Sep 13, 2025",5
236,6,276,L,W,Battle,"Oct 11, 2025",6
236,7,244,W,W,Win,"Nov 8, 2025",7
236,8,196,L,W,Battle,"Dec 6, 2025",8
236,9,239,L,L,Loss,"Jan 3, 2026",9
237,4,249,L,W,Battle,"Aug 16, 2025",4
237,5,243,L,L,Loss,"Sep 13, 2025",5
237,6,282,W,L,Preparation,"Oct 11, 2025",6
237,7,264,L,L,Loss,"Nov 8, 2025",7
237,8,232,L,W,Battle,"Dec 6, 2025",8
237,9,274,L,W,Battle,"Jan 3, 2026",9
238,4,260,L,L,Loss,"Aug 16, 2025",4
238,5,245,L,L,Loss,"Sep 13, 2025",5
238,6,292,W,W,Win,"Oct 11, 2025",6
238,7,260,W,L,Preparation,"Nov 8, 2025",7
238,8,206,W,L,Preparation,"Dec 6, 2025",8
238,9,241,L,W,Battle,"Jan 3, 2026",9
239,4,278,L,W,Battle,"Aug 16, 2025",4
239,5,208,L,L,Loss,"Sep 13, 2025",5
239,6,248,W,W,Win,"Oct 11, 2025",6
239,7,242,L,W,Battle,"Nov 8, 2025",7
239,8,195,W,W,Win,"Dec 6, 2025",8
239,9,236,W,W,Win,"Jan 3, 2026",9
240,4,199,L,L,Loss,"Aug 16, 2025",4
240,5,226,W,W,Win,"Sep 13, 2025",5
240,6,272,W,W,Win,"Oct 11, 2025",6
240,7,308,W,W,Win,"Nov 8, 2025",7
240,8,255,W,W,Win,"Dec 6, 2025",8
240,9,267,W,L,Preparation,"Jan 3, 2026",9
241,4,210,L,L,Loss,"Aug 16, 2025",4
241,5,248,W,L,Preparation,"Sep 13, 2025",5
241,6,242,W,L,Preparation,"Oct 11, 2025",6
241,7,252,L,L,Loss,"Nov 8, 2025",7
241,8,292,W,L,Preparation,"Dec 6, 2025",8
241,9,238,W,L,Preparation,"Jan 3, 2026",9
242,4,297,W,W,Win,"Aug 16, 2025",4
242,5,216,W,W,Win,"Sep 13, 2025",5
242,6,241,L,W,Battle,"Oct 11, 2025",6
242,7,239,W,L,Preparation,"Nov 8, 2025",7
242,8,252,W,W,Win,"Dec 6, 2025",8
242,9,277,W,L,Preparation,"Jan 3, 2026",9
243,4,254,W,L,Preparation,"Aug 16, 2025",4
243,5,237,W,W,Win,"Sep 13, 2025",5
243,6,258,W,W,Win,"Oct 11, 2025",6
243,7,250,L,W,Battle,"Nov 8, 2025",7
243,8,234,L,L,Loss,"Dec 6, 2025",8
243,9,283,W,W,Win,"Jan 3, 2026",9
244,4,222,W,W,Win,"Aug 16, 2025",4
244,5,250,L,L,Loss,"Sep 13, 2025",5
244,6,281,L,W,Battle,"Oct 11, 2025",6
244,7,236,L,L,Loss,"Nov 8, 2025",7
244,8,276,L,L,Loss,"Dec 6, 2025",8
244,9,284,W,W,Win,"Jan 3, 2026",9
245,4,265,L,L,Loss,"Aug 16, 2025",4
245,5,238,W,W,Win,"Sep 13, 2025",5
245,6,260,W,W,Win,"Oct 11, 2025",6
245,7,275,L,L,Loss,"Nov 8, 2025",7
245,8,249,W,W,Win,"Dec 6, 2025",8
245,9,300,W,W,Win,"Jan 3, 2026",9
246,4,281,L,L,Loss,"Aug 16, 2025",4
246,5,265,W,W,Win,"Sep 13, 2025",5
246,6,270,W,W,Win,"Oct 11, 2025",6
246,7,269,W,L,Preparation,"Nov 8, 2025",7
246,8,300,W,W,Win,"Dec 6, 2025",8
246,9,263,W,W,Win,"Jan 3, 2026",9
247,4,228,W,L,Preparation,"Aug 16, 2025",4
247,5,264,W,W,Win,"Sep 13, 2025",5
247,6,284,L,L,Loss,"Oct 11, 2025",6
247,7,276,L,L,Loss,"Nov 8, 2025",7
247,8,209,W,W,Win,"Dec 6, 2025",8
247,9,273,L,W,Battle,"Jan 3, 2026",9
248,4,225,L,L,Loss,"Aug 16, 2025",4
248,5,241,L,W,Battle,"Sep 13, 2025",5
248,6,239,L,L,Loss,"Oct 11, 2025",6
248,7,263,W,L,Preparation,"Nov 8, 2025",7
248,8,216,W,W,Win,"Dec 6, 2025",8
248,9,290,L,W,Battle,"Jan 3, 2026",9
249,4,237,W,L,Preparation,"Aug 16, 2025",4
249,5,256,L,W,Battle,"Sep 13, 2025",5
249,6,264,W,W,Win,"Oct 11, 2025",6
249,7,261,L,L,Loss,"Nov 8, 2025",7
249,8,245,L,L,Loss,"Dec 6, 2025",8
249,9,258,W,W,Win,"Jan 3, 2026",9
250,4,219,W,L,Preparation,"Aug 16, 2025",4
250,5,244,W,W,Win,"Sep 13, 2025",5
250,6,278,L,W,Battle,"Oct 11, 2025",6
250,7,243,W,L,Preparation,"Nov 8, 2025",7
250,8,253,L,W,Battle,"Dec 6, 2025",8
250,9,271,L,L,Loss,"Jan 3, 2026",9
251,4,216,L,L,Loss,"Aug 16, 2025",4
251,5,217,L,W,Battle,"Sep 13, 2025",5
251,6,252,L,L,Loss,"Oct 11, 2025",6
