kingdom_number,total_kvks,prep_wins,prep_losses,prep_win_rate,prep_win_streak,battle_wins,battle_losses,battle_win_rate,battle_win_streak,dominations,defeats,most_recent_status,overall_score
1137,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1138,1,1,0,1.0,1,1,0,1.0,1,1,0,Unannounced,5.63
1139,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1140,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1141,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1142,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1143,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1144,1,1,0,1.0,1,1,0,1.0,1,1,0,Unannounced,5.63
1145,1,1,0,1.0,1,1,0,1.0,1,1,0,Unannounced,5.63
1146,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1147,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1148,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1149,1,1,0,1.0,1,1,0,1.0,1,1,0,Unannounced,5.63
1150,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1151,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1152,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1153,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1154,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1155,1,1,0,1.0,1,1,0,1.0,1,1,0,Unannounced,5.63
1156,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1157,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1158,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1159,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1160,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1161,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1162,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1163,1,1,0,1.0,1,1,0,1.0,1,1,0,Unannounced,5.63
1164,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1165,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1166,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1167,1,1,0,1.0,1,1,0,1.0,1,1,0,Unannounced,5.63
1168,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1169,1,1,0,1.0,1,1,0,1.0,1,1,0,Unannounced,5.63
1170,1,1,0,1.0,1,1,0,1.0,1,1,0,Unannounced,5.63
1171,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1172,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1173,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1174,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1175,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1176,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1177,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1178,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1179,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1180,1,1,0,1.0,1,1,0,1.0,1,1,0,Unannounced,5.63
1181,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1182,1,1,0,1.0,1,1,0,1.0,1,1,0,Unannounced,5.63
1183,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1184,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1185,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1186,1,0,1,0.0,1,1,0,1.0,1,0,0,Unannounced,2.92
1187,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1188,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
1189,1,0,1,0.0,1,0,1,0.0,1,0,1,Unannounced,-1.15
1190,1,1,0,1.0,1,0,1,0.0,1,0,0,Unannounced,2.11
